vm_type,a,b,c,d,e,f,g,h,i,j,k,l,<$auc,<$infer_time
3,0,0,1,0,1,1,0,0,0,1,1,0,0.017902813,24.66545653
3,0,0,1,0,1,1,0,0,0,1,1,1,0.017902813,24.15994692
3,0,0,1,0,1,1,0,0,1,0,0,0,0.017902813,24.64563632
3,0,0,1,0,1,1,0,0,1,0,0,1,0.017902813,24.66080332
3,0,0,1,0,1,1,0,0,1,0,1,0,0.017902813,24.85297298
3,0,0,1,0,1,1,0,0,1,0,1,1,0.017902813,24.74972296
3,0,0,1,0,1,1,0,0,1,1,0,0,0.017902813,24.55707407
3,0,0,1,0,1,1,0,0,1,1,0,1,0.017902813,13.80911756
3,0,0,1,0,1,1,0,0,1,1,1,0,0.017902813,24.98212719
3,0,0,1,0,1,1,0,0,1,1,1,1,0.017902813,24.63934946
3,0,0,1,0,1,1,0,1,0,0,0,0,0.020460358,24.34718847
3,0,0,1,0,1,1,0,1,0,0,0,1,0.020460358,24.53587294
3,0,0,1,0,1,1,0,1,0,0,1,0,0.020460358,24.54089451
3,0,0,1,0,1,1,0,1,0,0,1,1,0.020460358,24.68597293
3,0,0,1,0,1,1,0,1,0,1,0,0,0.020460358,24.92492962
3,0,0,1,0,1,1,0,1,0,1,0,1,0.020460358,24.71254849
3,0,0,1,0,1,1,0,1,0,1,1,0,0.020460358,24.6770699
3,0,0,1,0,1,1,0,1,0,1,1,1,0.020460358,24.47329021
3,0,0,1,0,1,1,0,1,1,0,0,0,0.020460358,24.48761845
3,0,0,1,0,1,1,0,1,1,0,0,1,0.020460358,24.26566505
3,0,0,1,0,1,1,0,1,1,0,1,0,0.020460358,24.09073162
3,0,0,1,0,1,1,0,1,1,0,1,1,0.020460358,24.09018445
3,0,0,1,0,1,1,0,1,1,1,0,0,0.020460358,24.28081012
3,0,0,1,0,1,1,0,1,1,1,0,1,0.020460358,23.90559292
3,0,0,1,0,1,1,0,1,1,1,1,0,0.020460358,24.03667712
3,0,0,1,0,1,1,0,1,1,1,1,1,0.020460358,23.83887863
3,0,0,1,0,1,1,1,0,0,0,0,0,0.028132992,28.67216086
3,0,0,1,0,1,1,1,0,0,0,0,1,0.028132992,28.05486798
3,0,0,1,0,1,1,1,0,0,0,1,0,0.028132992,28.23074746
3,0,0,1,0,1,1,1,0,0,0,1,1,0.028132992,28.23543119
3,0,0,1,0,1,1,1,0,0,1,0,0,0.028132992,28.25079584
3,0,0,1,0,1,1,1,0,0,1,0,1,0.028132992,28.24944067
3,0,0,1,0,1,1,1,0,0,1,1,0,0.028132992,28.27729964
3,0,0,1,0,1,1,1,0,0,1,1,1,0.028132992,28.6802156
3,0,0,1,0,1,1,1,0,1,0,0,0,0.028132992,28.30158544
3,0,0,1,0,1,1,1,0,1,0,0,1,0.028132992,28.0773716
3,0,0,1,0,1,1,1,0,1,0,1,0,0.028132992,28.22889805
3,0,0,1,0,1,1,1,0,1,0,1,1,0.028132992,27.98114753
3,0,0,1,0,1,1,1,0,1,1,0,0,0.028132992,6.461375952
3,0,0,1,0,1,1,1,0,1,1,0,1,0.028132992,28.52216578
3,0,0,1,0,1,1,1,0,1,1,1,0,0.028132992,28.07582045
3,0,0,1,0,1,1,1,0,1,1,1,1,0.028132992,27.83356571
3,0,0,1,0,1,1,1,1,0,0,0,0,0.020460358,28.75985289
3,0,0,1,0,1,1,1,1,0,0,0,1,0.020460358,27.97552967
3,0,0,1,0,1,1,1,1,0,0,1,0,0.020460358,28.22389102
3,0,0,1,0,1,1,1,1,0,0,1,1,0.020460358,28.44933701
3,0,0,1,0,1,1,1,1,0,1,0,0,0.035805627,28.31111622
3,0,0,1,0,1,1,1,1,0,1,0,1,0.030690537,28.2522068
3,0,0,1,0,1,1,1,1,0,1,1,0,0.030690537,28.08690166
3,0,0,1,0,1,1,1,1,0,1,1,1,0.030690537,28.91858745
3,0,0,1,0,1,1,1,1,1,0,0,0,0.020460358,28.33111882
3,0,0,1,0,1,1,1,1,1,0,0,1,0.020460358,28.68139839
3,0,0,1,0,1,1,1,1,1,0,1,0,0.020460358,27.98550415
3,0,0,1,0,1,1,1,1,1,0,1,1,0.020460358,27.94478059
3,0,0,1,0,1,1,1,1,1,1,0,0,0.020460358,28.29986048
3,0,0,1,0,1,1,1,1,1,1,0,1,0.020460358,28.03213143
3,0,0,1,0,1,1,1,1,1,1,1,0,0.020460358,28.4327755
3,0,0,1,0,1,1,1,1,1,1,1,1,0.020460358,27.98887801
3,0,0,1,1,0,0,0,0,0,0,0,0,0.025575448,25.99685955
3,0,0,1,1,0,0,0,0,0,0,0,1,0.025575448,26.18688488
3,0,0,1,1,0,0,0,0,0,0,1,0,0.025575448,25.75004339
3,0,0,1,1,0,0,0,0,0,0,1,1,0.025575448,25.85145545
3,0,0,1,1,0,0,0,0,0,1,0,0,0.025575448,25.78173256
3,0,0,1,1,0,0,0,0,0,1,0,1,0.025575448,25.37719989
3,0,0,1,1,0,0,0,0,0,1,1,0,0.025575448,26.11548328
3,0,0,1,1,0,0,0,0,0,1,1,1,0.025575448,25.75608015
3,0,0,1,1,0,0,0,0,1,0,0,0,0.025575448,25.61245656
3,0,0,1,1,0,0,0,0,1,0,0,1,0.025575448,25.43807364
3,0,0,1,1,0,0,0,0,1,0,1,0,0.025575448,25.65785527
3,0,0,1,1,0,0,0,0,1,0,1,1,0.025575448,26.15499043
3,0,0,1,1,0,0,0,0,1,1,0,0,0.025575448,26.00718045
3,0,0,1,1,0,0,0,0,1,1,0,1,0.025575448,4.796998739
3,0,0,1,1,0,0,0,0,1,1,1,0,0.025575448,25.58432889
3,0,0,1,1,0,0,0,0,1,1,1,1,0.025575448,25.38628197
3,0,0,1,1,0,0,0,1,0,0,0,0,0.030690537,25.77031231
3,0,0,1,1,0,0,0,1,0,0,0,1,0.030690537,25.85095429
3,0,0,1,1,0,0,0,1,0,0,1,0,0.030690537,25.62669921
3,0,0,1,1,0,0,0,1,0,0,1,1,0.030690537,26.05245447
3,0,0,1,1,0,0,0,1,0,1,0,0,0.030690537,25.38102174
3,0,0,1,1,0,0,0,1,0,1,0,1,0.017902813,2.423177242
3,0,0,1,1,0,0,0,1,0,1,1,0,0.030690537,25.55667019
3,0,0,1,1,0,0,0,1,0,1,1,1,0.030690537,25.71685505
3,0,0,1,1,0,0,0,1,1,0,0,0,0.020460358,26.11368084
3,0,0,1,1,0,0,0,1,1,0,0,1,0.020460358,25.60917377
3,0,0,1,1,0,0,0,1,1,0,1,0,0.020460358,25.84508014
3,0,0,1,1,0,0,0,1,1,0,1,1,0.089514066,25.38591337
3,0,0,1,1,0,0,0,1,1,1,0,0,0.017902813,25.55872631
3,0,0,1,1,0,0,0,1,1,1,0,1,0.030690537,26.39083123
3,0,0,1,1,0,0,0,1,1,1,1,0,0.017902813,25.80849123
3,0,0,1,1,0,0,0,1,1,1,1,1,0.030690537,25.72747397
3,0,0,1,1,0,0,1,0,0,0,0,0,0.038363171,35.33049798
3,0,0,1,1,0,0,1,0,0,0,0,1,0.038363171,35.16940165
3,0,0,1,1,0,0,1,0,0,0,1,0,0.038363171,35.06110954
3,0,0,1,1,0,0,1,0,0,0,1,1,0.038363171,35.32937694
3,0,0,1,1,0,0,1,0,0,1,0,0,0.038363171,35.34811521
3,0,0,1,1,0,0,1,0,0,1,0,1,0.038363171,34.87544703
3,0,0,1,1,0,0,1,0,0,1,1,0,0.038363171,34.96277714
3,0,0,1,1,0,0,1,0,0,1,1,1,0.038363171,34.78469062
3,0,0,1,1,0,0,1,0,1,0,0,0,0.038363171,35.00721955
3,0,0,1,1,0,0,1,0,1,0,0,1,0.038363171,35.38084149
3,0,0,1,1,0,0,1,0,1,0,1,0,0.038363171,35.052737
3,0,0,1,1,0,0,1,0,1,0,1,1,0.038363171,35.07702446
3,0,0,1,1,0,0,1,0,1,1,0,0,0.038363171,35.07292056
3,0,0,1,1,0,0,1,0,1,1,0,1,0.038363171,35.01207352
3,0,0,1,1,0,0,1,0,1,1,1,0,0.038363171,35.02092314
3,0,0,1,1,0,0,1,0,1,1,1,1,0.038363171,35.34934568
3,0,0,1,1,0,0,1,1,0,0,0,0,0.028132992,35.52064514
3,0,0,1,1,0,0,1,1,0,0,0,1,0.007672634,35.33477211
3,0,0,1,1,0,0,1,1,0,0,1,0,0.030690537,34.81699586
3,0,0,1,1,0,0,1,1,0,0,1,1,0.017902813,34.70129418
3,0,0,1,1,0,0,1,1,0,1,0,0,0.020460358,35.60558462
3,0,0,1,1,0,0,1,1,0,1,0,1,0.030690537,35.53949404
3,0,0,1,1,0,0,1,1,0,1,1,0,0.020460358,35.4969914
3,0,0,1,1,0,0,1,1,0,1,1,1,0.030690537,34.66889644
3,0,0,1,1,0,0,1,1,1,0,0,0,0.020460358,34.65545702
3,0,0,1,1,0,0,1,1,1,0,0,1,0.030690537,35.32421279
3,0,0,1,1,0,0,1,1,1,0,1,0,0.020460358,34.96036816
3,0,0,1,1,0,0,1,1,1,0,1,1,0.020460358,35.48691583
3,0,0,1,1,0,0,1,1,1,1,0,0,0.030690537,35.07300663
3,0,0,1,1,0,0,1,1,1,1,0,1,0.017902813,34.57198596
3,0,0,1,1,0,0,1,1,1,1,1,0,0.030690537,35.08329678
3,0,0,1,1,0,0,1,1,1,1,1,1,0.017902813,35.39496183
3,0,0,1,1,0,1,0,0,0,0,0,0,0.023017903,41.59357524
3,0,0,1,1,0,1,0,0,0,0,0,1,0.023017903,41.45327926
3,0,0,1,1,0,1,0,0,0,0,1,0,0.023017903,27.90417504
3,0,0,1,1,0,1,0,0,0,0,1,1,0.023017903,42.07648683
3,0,0,1,1,0,1,0,0,0,1,0,0,0.023017903,41.88285995
3,0,0,1,1,0,1,0,0,0,1,0,1,0.023017903,40.88397169
3,0,0,1,1,0,1,0,0,0,1,1,0,0.023017903,40.72330141
3,0,0,1,1,0,1,0,0,0,1,1,1,0.023017903,41.44217038
3,0,0,1,1,0,1,0,0,1,0,0,0,0.023017903,41.76057243
3,0,0,1,1,0,1,0,0,1,0,0,1,0.023017903,41.3674984
3,0,0,1,1,0,1,0,0,1,0,1,0,0.023017903,41.15713
3,0,0,1,1,0,1,0,0,1,0,1,1,0.023017903,41.57921338
3,0,0,1,1,0,1,0,0,1,1,0,0,0.023017903,41.22350216
3,0,0,1,1,0,1,0,0,1,1,0,1,0.023017903,41.6512661
3,0,0,1,1,0,1,0,0,1,1,1,0,0.023017903,41.51746106
3,0,0,1,1,0,1,0,0,1,1,1,1,0.023017903,41.31160021
3,0,0,1,1,0,1,0,1,0,0,0,0,0.020460358,41.48310781
3,0,0,1,1,0,1,0,1,0,0,0,1,0.020460358,40.98005104
3,0,0,1,1,0,1,0,1,0,0,1,0,0.020460358,41.54660559
3,0,0,1,1,0,1,0,1,0,0,1,1,0.020460358,41.87555933
3,0,0,1,1,0,1,0,1,0,1,0,0,0.020460358,41.1585176
3,0,0,1,1,0,1,0,1,0,1,0,1,0.020460358,42.00463462
3,0,0,1,1,0,1,0,1,0,1,1,0,0.020460358,22.95394588
3,0,0,1,1,0,1,0,1,0,1,1,1,0.020460358,41.97980857
3,0,0,1,1,0,1,0,1,1,0,0,0,0.020460358,41.30722427
3,0,0,1,1,0,1,0,1,1,0,0,1,0.020460358,41.63078475
3,0,0,1,1,0,1,0,1,1,0,1,0,0.020460358,41.64673042
3,0,0,1,1,0,1,0,1,1,0,1,1,0.020460358,41.51686764
3,0,0,1,1,0,1,0,1,1,1,0,0,0.020460358,41.89970279
3,0,0,1,1,0,1,0,1,1,1,0,1,0.020460358,41.01736188
3,0,0,1,1,0,1,0,1,1,1,1,0,0.020460358,41.3952179
3,0,0,1,1,0,1,0,1,1,1,1,1,0.020460358,41.49995399
3,0,0,1,1,0,1,1,0,0,0,0,0,0.020460358,73.16332698
3,0,0,1,1,0,1,1,0,0,0,0,1,0.020460358,73.09009719
3,0,0,1,1,0,1,1,0,0,0,1,0,0.020460358,72.70876622
3,0,0,1,1,0,1,1,0,0,0,1,1,0.020460358,73.04168057
3,0,0,1,1,0,1,1,0,0,1,0,0,0.020460358,72.60899687
3,0,0,1,1,0,1,1,0,0,1,0,1,0.020460358,73.0582552
3,0,0,1,1,0,1,1,0,0,1,1,0,0.020460358,72.83538461
3,0,0,1,1,0,1,1,0,0,1,1,1,0.020460358,52.5614841
3,0,0,1,1,0,1,1,0,1,0,0,0,0.020460358,73.23590517
3,0,0,1,1,0,1,1,0,1,0,0,1,0.020460358,72.33939314
3,0,0,1,1,0,1,1,0,1,0,1,0,0.020460358,72.67061019
3,0,0,1,1,0,1,1,0,1,0,1,1,0.020460358,73.04459071
3,0,0,1,1,0,1,1,0,1,1,0,0,0.020460358,73.00899124
3,0,0,1,1,0,1,1,0,1,1,0,1,0.020460358,73.25653291
3,0,0,1,1,0,1,1,0,1,1,1,0,0.020460358,73.07051158
3,0,0,1,1,0,1,1,0,1,1,1,1,0.020460358,73.02168489
3,0,0,1,1,0,1,1,1,0,0,0,0,0.020460358,72.83304715
3,0,0,1,1,0,1,1,1,0,0,0,1,0.020460358,72.76302528
3,0,0,1,1,0,1,1,1,0,0,1,0,0.020460358,72.68195081
3,0,0,1,1,0,1,1,1,0,0,1,1,0.020460358,72.16521072
3,0,0,1,1,0,1,1,1,0,1,0,0,0.030690537,72.98072815
3,0,0,1,1,0,1,1,1,0,1,0,1,0.030690537,72.76064992
3,0,0,1,1,0,1,1,1,0,1,1,0,0.030690537,73.67454934
3,0,0,1,1,0,1,1,1,0,1,1,1,0.030690537,72.88910985
3,0,0,1,1,0,1,1,1,1,0,0,0,0.020460358,54.08554626
3,0,0,1,1,0,1,1,1,1,0,0,1,0.020460358,72.33544755
3,0,0,1,1,0,1,1,1,1,0,1,0,0.020460358,72.65361667
3,0,0,1,1,0,1,1,1,1,0,1,1,0.020460358,73.56942821
3,0,0,1,1,0,1,1,1,1,1,0,0,0.020460358,73.01188517
3,0,0,1,1,0,1,1,1,1,1,0,1,0.020460358,73.47784495
3,0,0,1,1,0,1,1,1,1,1,1,0,0.020460358,72.72531629
3,0,0,1,1,0,1,1,1,1,1,1,1,0.020460358,72.46215892
3,0,0,1,1,1,0,0,0,0,0,0,0,0.025575448,29.95191646
3,0,0,1,1,1,0,0,0,0,0,0,1,0.025575448,29.00642872
3,0,0,1,1,1,0,0,0,0,0,1,0,0.025575448,29.92236328
3,0,0,1,1,1,0,0,0,0,0,1,1,0.025575448,29.73106742
3,0,0,1,1,1,0,0,0,0,1,0,0,0.025575448,29.49620199
3,0,0,1,1,1,0,0,0,0,1,0,1,0.025575448,28.87139678
3,0,0,1,1,1,0,0,0,0,1,1,0,0.025575448,29.67697072
3,0,0,1,1,1,0,0,0,0,1,1,1,0.025575448,29.76986957
3,0,0,1,1,1,0,0,0,1,0,0,0,0.025575448,28.98154926
3,0,0,1,1,1,0,0,0,1,0,0,1,0.025575448,28.95575523
3,0,0,1,1,1,0,0,0,1,0,1,0,0.025575448,29.26024723
3,0,0,1,1,1,0,0,0,1,0,1,1,0.025575448,29.0713954
3,0,0,1,1,1,0,0,0,1,1,0,0,0.025575448,29.48310518
3,0,0,1,1,1,0,0,0,1,1,0,1,0.025575448,29.65287304
3,0,0,1,1,1,0,0,0,1,1,1,0,0.025575448,28.99763489
3,0,0,1,1,1,0,0,0,1,1,1,1,0.025575448,29.30042362
3,0,0,1,1,1,0,0,1,0,0,0,0,0.030690537,29.24562407
3,0,0,1,1,1,0,0,1,0,0,0,1,0.030690537,29.39557433
3,0,0,1,1,1,0,0,1,0,0,1,0,0.030690537,29.81601238
3,0,0,1,1,1,0,0,1,0,0,1,1,0.017902813,30.24454832
3,0,0,1,1,1,0,0,1,0,1,0,0,0.020460358,29.42431927
3,0,0,1,1,1,0,0,1,0,1,0,1,0.033248082,29.70652962
3,0,0,1,1,1,0,0,1,0,1,1,0,0.020460358,29.04157043
3,0,0,1,1,1,0,0,1,0,1,1,1,0.030690537,29.01640582
3,0,0,1,1,1,0,0,1,1,0,0,0,0.020460358,29.82458568
3,0,0,1,1,1,0,0,1,1,0,0,1,0.020460358,29.85957718
3,0,0,1,1,1,0,0,1,1,0,1,0,0.020460358,29.57946038
3,0,0,1,1,1,0,0,1,1,0,1,1,0.020460358,29.54664183
3,0,0,1,1,1,0,0,1,1,1,0,0,0.017902813,29.20399284
3,0,0,1,1,1,0,0,1,1,1,0,1,0.017902813,29.20493889
3,0,0,1,1,1,0,0,1,1,1,1,0,0.017902813,28.98114085
3,0,0,1,1,1,0,0,1,1,1,1,1,0.017902813,29.72464943
3,0,0,1,1,1,0,1,0,0,0,0,0,0.025575448,38.55475116
3,0,0,1,1,1,0,1,0,0,0,0,1,0.025575448,38.35007524
3,0,0,1,1,1,0,1,0,0,0,1,0,0.025575448,38.34612441
3,0,0,1,1,1,0,1,0,0,0,1,1,0.025575448,38.74463201
3,0,0,1,1,1,0,1,0,0,1,0,0,0.025575448,38.91410851
3,0,0,1,1,1,0,1,0,0,1,0,1,0.025575448,38.66336465
3,0,0,1,1,1,0,1,0,0,1,1,0,0.025575448,39.22193742
3,0,0,1,1,1,0,1,0,0,1,1,1,0.025575448,38.61889172
3,0,0,1,1,1,0,1,0,1,0,0,0,0.025575448,38.32312155
3,0,0,1,1,1,0,1,0,1,0,0,1,0.025575448,38.21498156
3,0,0,1,1,1,0,1,0,1,0,1,0,0.025575448,38.53886771
3,0,0,1,1,1,0,1,0,1,0,1,1,0.025575448,38.84617162
3,0,0,1,1,1,0,1,0,1,1,0,0,0.025575448,39.33753061
3,0,0,1,1,1,0,1,0,1,1,0,1,0.025575448,38.94227505
3,0,0,1,1,1,0,1,0,1,1,1,0,0.025575448,38.83806157
3,0,0,1,1,1,0,1,0,1,1,1,1,0.025575448,37.93234444
3,0,0,1,1,1,0,1,1,0,0,0,0,0.030690537,38.38443089
3,0,0,1,1,1,0,1,1,0,0,0,1,0.017902813,3.323426485
3,0,0,1,1,1,0,1,1,0,0,1,0,0.020460358,38.86631918
3,0,0,1,1,1,0,1,1,0,0,1,1,0.030690537,38.54114342
3,0,0,1,1,1,0,1,1,0,1,0,0,0.017902813,38.78506017
3,0,0,1,1,1,0,1,1,0,1,0,1,0.017902813,38.95949984
3,0,0,1,1,1,0,1,1,0,1,1,0,0.017902813,38.22296143
3,0,0,1,1,1,0,1,1,0,1,1,1,0.020460358,38.78750992
3,0,0,1,1,1,0,1,1,1,0,0,0,0.020460358,38.8247118
3,0,0,1,1,1,0,1,1,1,0,0,1,0.020460358,39.27844048
3,0,0,1,1,1,0,1,1,1,0,1,0,0.020460358,38.45125508
3,0,0,1,1,1,0,1,1,1,0,1,1,0.030690537,38.58681417
3,0,0,1,1,1,0,1,1,1,1,0,0,0.030690537,38.56427264
3,0,0,1,1,1,0,1,1,1,1,0,1,0.030690537,39.15811992
3,0,0,1,1,1,0,1,1,1,1,1,0,0.030690537,38.79399109
3,0,0,1,1,1,0,1,1,1,1,1,1,0.030690537,38.28267789
3,0,0,1,1,1,1,0,0,0,0,0,0,0.020460358,44.7561841
3,0,0,1,1,1,1,0,0,0,0,0,1,0.020460358,44.5004046
3,0,0,1,1,1,1,0,0,0,0,1,0,0.020460358,45.28836083
3,0,0,1,1,1,1,0,0,0,0,1,1,0.020460358,45.63840079
3,0,0,1,1,1,1,0,0,0,1,0,0,0.020460358,45.04667234
3,0,0,1,1,1,1,0,0,0,1,0,1,0.020460358,45.98692632
3,0,0,1,1,1,1,0,0,0,1,1,0,0.020460358,45.84600592
3,0,0,1,1,1,1,0,0,0,1,1,1,0.020460358,45.05415511
3,0,0,1,1,1,1,0,0,1,0,0,0,0.020460358,44.83456922
3,0,0,1,1,1,1,0,0,1,0,0,1,0.020460358,45.88180256
3,0,0,1,1,1,1,0,0,1,0,1,0,0.020460358,45.07846379
3,0,0,1,1,1,1,0,0,1,0,1,1,0.020460358,45.07890868
3,0,0,1,1,1,1,0,0,1,1,0,0,0.020460358,45.23369241
3,0,0,1,1,1,1,0,0,1,1,0,1,0.020460358,45.16615009
3,0,0,1,1,1,1,0,0,1,1,1,0,0.020460358,45.54421401
3,0,0,1,1,1,1,0,0,1,1,1,1,0.020460358,45.52476144
3,0,0,1,1,1,1,0,1,0,0,0,0,0.020460358,46.08335757
3,0,0,1,1,1,1,0,1,0,0,0,1,0.020460358,45.35735512
3,0,0,1,1,1,1,0,1,0,0,1,0,0.020460358,45.61853433
3,0,0,1,1,1,1,0,1,0,0,1,1,0.020460358,45.74780226
3,0,0,1,1,1,1,0,1,0,1,0,0,0.020460358,45.37926912
3,0,0,1,1,1,1,0,1,0,1,0,1,0.020460358,44.99358463
3,0,0,1,1,1,1,0,1,0,1,1,0,0.020460358,44.88421226
3,0,0,1,1,1,1,0,1,0,1,1,1,0.020460358,45.45793867
3,0,0,1,1,1,1,0,1,1,0,0,0,0.020460358,45.0958612
3,0,0,1,1,1,1,0,1,1,0,0,1,0.020460358,45.54218483
3,0,0,1,1,1,1,0,1,1,0,1,0,0.020460358,45.23210287
3,0,0,1,1,1,1,0,1,1,0,1,1,0.020460358,45.00622582
3,0,0,1,1,1,1,0,1,1,1,0,0,0.020460358,45.31799054
3,0,0,1,1,1,1,0,1,1,1,0,1,0.020460358,45.43023086
3,0,0,1,1,1,1,0,1,1,1,1,0,0.020460358,45.45795679
3,0,0,1,1,1,1,0,1,1,1,1,1,0.020460358,45.2580843
3,0,0,1,1,1,1,1,0,0,0,0,0,0.020460358,76.44707465
3,0,0,1,1,1,1,1,0,0,0,0,1,0.020460358,76.31027412
3,0,0,1,1,1,1,1,0,0,0,1,0,0.020460358,76.77089977
3,0,0,1,1,1,1,1,0,0,0,1,1,0.020460358,76.8723371
3,0,0,1,1,1,1,1,0,0,1,0,0,0.020460358,58.59043527
3,0,0,1,1,1,1,1,0,0,1,0,1,0.020460358,76.79290605
3,0,0,1,1,1,1,1,0,0,1,1,0,0.020460358,77.50130439
3,0,0,1,1,1,1,1,0,0,1,1,1,0.020460358,76.51560736
3,0,0,1,1,1,1,1,0,1,0,0,0,0.020460358,77.01954484
3,0,0,1,1,1,1,1,0,1,0,0,1,0.020460358,77.20907474
3,0,0,1,1,1,1,1,0,1,0,1,0,0.020460358,76.4315753
3,0,0,1,1,1,1,1,0,1,0,1,1,0.020460358,76.64594936
3,0,0,1,1,1,1,1,0,1,1,0,0,0.020460358,76.53166056
3,0,0,1,1,1,1,1,0,1,1,0,1,0.020460358,76.59331226
3,0,0,1,1,1,1,1,0,1,1,1,0,0.020460358,76.76881957
3,0,0,1,1,1,1,1,0,1,1,1,1,0.020460358,77.11001539
3,0,0,1,1,1,1,1,1,0,0,0,0,0.020460358,76.2640512
3,0,0,1,1,1,1,1,1,0,0,0,1,0.020460358,76.77921748
3,0,0,1,1,1,1,1,1,0,0,1,0,0.020460358,77.14663601
3,0,0,1,1,1,1,1,1,0,0,1,1,0.020460358,76.71824765
3,0,0,1,1,1,1,1,1,0,1,0,0,0.020460358,76.45793319
3,0,0,1,1,1,1,1,1,0,1,0,1,0.020460358,76.17203093
3,0,0,1,1,1,1,1,1,0,1,1,0,0.020460358,76.58370185
3,0,0,1,1,1,1,1,1,0,1,1,1,0.020460358,76.59429145
3,0,0,1,1,1,1,1,1,1,0,0,0,0.020460358,76.65691972
3,0,0,1,1,1,1,1,1,1,0,0,1,0.020460358,76.92194629
3,0,0,1,1,1,1,1,1,1,0,1,0,0.020460358,76.43806696
3,0,0,1,1,1,1,1,1,1,0,1,1,0.020460358,76.72449279
3,0,0,1,1,1,1,1,1,1,1,0,0,0.020460358,76.02130222
3,0,0,1,1,1,1,1,1,1,1,0,1,0.020460358,39.69450974
3,0,0,1,1,1,1,1,1,1,1,1,0,0.020460358,75.98639607
3,0,0,1,1,1,1,1,1,1,1,1,1,0.020460358,77.09436774
3,0,1,0,0,0,0,0,0,0,0,0,0,0.028132992,24.82901978
3,0,1,0,0,0,0,0,0,0,0,0,1,0.028132992,24.87715483
3,0,1,0,0,0,0,0,0,0,0,1,0,0.028132992,24.17151189
3,0,1,0,0,0,0,0,0,0,0,1,1,0.028132992,24.35663104
3,0,1,0,0,0,0,0,0,0,1,0,0,0.028132992,24.56641388
3,0,1,0,0,0,0,0,0,0,1,0,1,0.028132992,24.36336923
3,0,1,0,0,0,0,0,0,0,1,1,0,0.028132992,24.70236015
3,0,1,0,0,0,0,0,0,0,1,1,1,0.028132992,24.45927954
3,0,1,0,0,0,0,0,0,1,0,0,0,0.028132992,24.49692845
3,0,1,0,0,0,0,0,0,1,0,0,1,0.028132992,24.40923357
3,0,1,0,0,0,0,0,0,1,0,1,0,0.028132992,24.19955277
3,0,1,0,0,0,0,0,0,1,0,1,1,0.028132992,24.77116609
3,0,1,0,0,0,0,0,0,1,1,0,0,0.028132992,24.82598495
3,0,1,0,0,0,0,0,0,1,1,0,1,0.028132992,24.74837184
3,0,1,0,0,0,0,0,0,1,1,1,0,0.028132992,24.93465281
3,0,1,0,0,0,0,0,0,1,1,1,1,0.028132992,24.5652957
3,0,1,0,0,0,0,0,1,0,0,0,0,0.030690537,24.75516319
3,0,1,0,0,0,0,0,1,0,0,0,1,0.030690537,24.72252703
3,0,1,0,0,0,0,0,1,0,0,1,0,0.030690537,24.49260569
3,0,1,0,0,0,0,0,1,0,0,1,1,0.020460358,24.59021306
3,0,1,0,0,0,0,0,1,0,1,0,0,0.030690537,24.20016336
3,0,1,0,0,0,0,0,1,0,1,0,1,0.017902813,24.49836326
3,0,1,0,0,0,0,0,1,0,1,1,0,0.030690537,24.50481296
3,0,1,0,0,0,0,0,1,0,1,1,1,0.017902813,24.58754015
3,0,1,0,0,0,0,0,1,1,0,0,0,0.020460358,24.59292603
3,0,1,0,0,0,0,0,1,1,0,0,1,0.020460358,24.70222116
3,0,1,0,0,0,0,0,1,1,0,1,0,0.020460358,2.96994853
3,0,1,0,0,0,0,0,1,1,0,1,1,0.035805627,24.73486233
3,0,1,0,0,0,0,0,1,1,1,0,0,0.030690537,24.41187024
3,0,1,0,0,0,0,0,1,1,1,0,1,0.030690537,25.31006145
3,0,1,0,0,0,0,0,1,1,1,1,0,0.030690537,24.86988068
3,0,1,0,0,0,0,0,1,1,1,1,1,0.030690537,25.38173747
3,0,1,0,0,0,0,1,0,0,0,0,0,0.028132992,26.03482175
3,0,1,0,0,0,0,1,0,0,0,0,1,0.028132992,26.06292868
3,0,1,0,0,0,0,1,0,0,0,1,0,0.028132992,25.97812867
3,0,1,0,0,0,0,1,0,0,0,1,1,0.028132992,26.25920391
3,0,1,0,0,0,0,1,0,0,1,0,0,0.028132992,25.7346406
3,0,1,0,0,0,0,1,0,0,1,0,1,0.028132992,26.07472277
3,0,1,0,0,0,0,1,0,0,1,1,0,0.028132992,25.88366961
3,0,1,0,0,0,0,1,0,0,1,1,1,0.028132992,25.82484555
3,0,1,0,0,0,0,1,0,1,0,0,0,0.028132992,25.53530359
3,0,1,0,0,0,0,1,0,1,0,0,1,0.028132992,26.09297848
3,0,1,0,0,0,0,1,0,1,0,1,0,0.028132992,26.31921482
3,0,1,0,0,0,0,1,0,1,0,1,1,0.028132992,25.97349644
3,0,1,0,0,0,0,1,0,1,1,0,0,0.028132992,25.74440646
3,0,1,0,0,0,0,1,0,1,1,0,1,0.028132992,25.19897413
3,0,1,0,0,0,0,1,0,1,1,1,0,0.028132992,2.614531517
3,0,1,0,0,0,0,1,0,1,1,1,1,0.028132992,25.75783396
3,0,1,0,0,0,0,1,1,0,0,0,0,0.017902813,26.02306151
3,0,1,0,0,0,0,1,1,0,0,0,1,0.017902813,25.64217305
3,0,1,0,0,0,0,1,1,0,0,1,0,0.017902813,25.95416617
3,0,1,0,0,0,0,1,1,0,0,1,1,0.030690537,25.84688401
3,0,1,0,0,0,0,1,1,0,1,0,0,0.017902813,25.95534468
